,Group.1,alb.x,bic.x,lob.x,lyr.x,mac.x,mic.x,mon.x,mue.x,pri.x,sin.x,ste.x,stemar.x,mar.x,alb.y,bic.y,lob.y,lyr.y,mac.y,mic.y,mon.y,mue.y,pri.y,sin.y,mar.y,ste.y,stemar.y,colnum,species,state,site,lat,long,sp,hyb,,
371,SYST-MOR-0007076,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,NY_CMB_356_MG,Quercus macrocarpa Michx.,New York,Chaumont Barrens Nature Preserve ,44.097947,-76.079857,mac,pure,1.00E+00,pure
374,SYST-MOR-0007079,0.999885,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.9999,2.00E-05,1.00E-05,1.30E-05,2.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,2.00E-05,NY_CMB_359_MG,Quercus alba L.,New York,Chaumont Barrens Nature Preserve ,44.100976,-76.076863,alb,pure,1.00E+00,pure
375,SYST-MOR-0007080,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,2.00E-05,2.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,2.70E-05,1.70E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_CMB_360_MG,Quercus alba L.,New York,Chaumont Barrens Nature Preserve ,44.102083,-76.078217,alb,pure,1.00E+00,pure
376,SYST-MOR-0007081,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,0.9999,1.00E-05,1.70E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,2.20E-05,VT_DHT_361_MG,Quercus alba L.,Vermont,Delaware Hudson Rail Trail,43.604566,-73.180251,alb,pure,1.00E+00,pure
379,SYST-MOR-0007084,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,VT_DHT_364_MG,Quercus alba L.,Vermont,Delaware Hudson Rail Trail,43.600448,-73.18337,alb,pure,1.00E+00,pure
380,SYST-MOR-0007085,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0,2.00E-05,VT_DHT_365_MG,Quercus macrocarpa Michx.,Vermont,Delaware Hudson Rail Trail,43.6,-73.183676,mac,pure,1.00E+00,pure
381,SYST-MOR-0007086,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,VT_DHT_366_MG,Quercus macrocarpa Michx.,Vermont,Delaware Hudson Rail Trail,43.599099,-73.184667,mac,pure,1.00E+00,pure
382,SYST-MOR-0007087,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,VT_DHT_367_MG,Quercus alba L.,Vermont,Delaware Hudson Rail Trail,43.598789,-73.185413,alb,pure,1.00E+00,pure
384,SYST-MOR-0007089,0.999885,1.00E-05,1.00E-05,1.00E-05,2.50E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0.999885,1.00E-05,1.00E-05,1.00E-05,2.50E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,VT_DHT_369_MG,Quercus alba L.,Vermont,Delaware Hudson Rail Trail,43.600133,-73.183418,alb,pure,1.00E+00,pure
385,SYST-MOR-0007090,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.70E-05,2.00E-05,2.80E-05,1.20E-05,0.99989,2.70E-05,1.60E-05,1.20E-05,1.00E-05,1.00E-05,2.00E-05,NY_BKF_370_MG,Quercus montana Willd.,New York,Batten Kill State Forest,43.081232,-73.301638,mon,pure,1.00E+00,pure
386,SYST-MOR-0007091,0.999881,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.99989,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.90E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_BKF_371_MG,Quercus alba L.,New York,Batten Kill State Forest ,43.081314,-73.296727,alb,pure,1.00E+00,pure
387,SYST-MOR-0007092,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.30E-05,1.40E-05,0.99989,2.00E-05,1.60E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_BKF_372_MG,Quercus montana Willd.,New York,Batten Kill State Forest,43.081209,-73.296002,mon,pure,1.00E+00,pure
388,SYST-MOR-0007093,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.20E-05,2.00E-05,2.00E-05,2.00E-05,4.00E-05,1.00E-05,0.99989,2.00E-05,1.00E-05,1.30E-05,1.00E-05,1.00E-05,2.00E-05,NY_BKF_373_MG,Quercus montana Willd.,New York,Batten Kill State Forest ,43.081346,-73.294873,mon,pure,1.00E+00,pure
389,SYST-MOR-0007094,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,2.20E-05,2.10E-05,1.50E-05,0.99989,2.00E-05,1.10E-05,1.60E-05,1.00E-05,1.80E-05,2.80E-05,NY_BKF_374_MG,Quercus montana Willd.,New York,Batten Kill State Forest,43.08144,-73.293408,mon,pure,1.00E+00,pure
390,SYST-MOR-0007095,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.50E-05,1.00E-05,0.99989,0.000508,1.90E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_BKF_375_MG,Quercus montana Willd.,New York,Batten Kill State Forest ,43.081874,-73.292845,mon,pure,1.00E+00,pure
391,SYST-MOR-0007096,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.80E-05,1.00E-05,1.10E-05,0.005057,0.99989,1.10E-05,1.00E-05,1.00E-05,2.00E-05,NY_APB_377_MG,Quercus prinoides Willd.,New York,Albany Pine Bush Preserve,42.719489,-73.860055,pri,pure,1.00E+00,pure
392,SYST-MOR-0007097,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,0.999899,1.00E-05,1.00E-05,2.00E-05,2.10E-05,1.00E-05,1.40E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_APB_376_MG,Quercus alba L.,New York,Albany Pine Bush Preserve,42.720314,-73.858948,alb,pure,1.00E+00,pure
393,SYST-MOR-0007098,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.30E-05,2.00E-05,2.00E-05,1.10E-05,1.70E-05,2.00E-05,0.99989,1.00E-05,1.00E-05,1.40E-05,2.40E-05,NY_APB_378_MG,Quercus prinoides Willd.,New York,Albany Pine Bush Preserve,42.720207,-73.858751,pri,pure,1.00E+00,pure
396,SYST-MOR-0007102,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_APB_382_MG,Quercus alba L.,New York,Albany Pine Bush Preserve,42.716618,-73.854881,alb,pure,1.00E+00,pure
397,SYST-MOR-0007103,0.99988,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.20E-05,0,0.99989,1.10E-05,2.00E-05,1.50E-05,3.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.50E-05,2.50E-05,NY_APB_383_MG,Quercus alba L.,New York,Albany Pine Bush Preserve,42.715934,-73.853838,alb,pure,1.00E+00,pure
399,SYST-MOR-0007105,0.999882,1.00E-05,1.00E-05,1.00E-05,2.80E-05,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,0.999882,1.00E-05,1.00E-05,1.00E-05,2.80E-05,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,NY_BKF_385_MG,Quercus alba L.,New York,Batten Kill State Forest ,43.075902,-73.295101,alb,pure,1.00E+00,pure
400,SYST-MOR-0007106,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MA_BTC_386_MG,Quercus muehlenbergii Engelm.,Massachusetts,Bartholomew's Cobble,42.056112,-73.350116,pri,pure,1.00E+00,pure
403,SYST-MOR-0007109,0.999881,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,0,0,1.00E-05,0,0.999881,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,0,0,0,1.00E-05,MA_BTC_389_MG,Quercus alba L.,Massachusetts,Bartholomew's Cobble,42.055847,-73.350441,alb,pure,1.00E+00,pure
406,SYST-MOR-0007112,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MA_BTC_392_MG,Quercus macrocarpa Michx.,Massachusetts,Bartholomew's Cobble,42.05793,-73.350321,mac,pure,1.00E+00,pure
408,SYST-MOR-0007115,2.00E-05,2.30E-05,1.00E-05,1.00E-05,0.999887,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,2.30E-05,1.00E-05,1.00E-05,0.999887,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MA_NMK_395_MG,Quercus macrocarpa Michx.,Massachusetts,Naumkaeg,42.286953,-73.315492,mac,pure,1.00E+00,pure
409,SYST-MOR-0007116,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MA_NMK_396_MG,Quercus macrocarpa Michx.,Massachusetts,Naumkaeg,42.286675,-73.317187,mac,pure,1.00E+00,pure
410,SYST-MOR-0007117,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MA_NMK_397_MG,Quercus macrocarpa Michx.,Massachusetts,Naumkaeg,42.289945,-73.317931,mac,pure,1.00E+00,pure
411,SYST-MOR-0007118,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MA_NMK_398_MG,Quercus macrocarpa Michx.,Massachusetts,Naumkaeg,42.290072,-73.319391,mac,pure,1.00E+00,pure
413,SYST-MOR-0007120,0.999889,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,2.00E-05,2.60E-05,2.00E-05,3.00E-05,1.40E-05,1.30E-05,2.90E-05,1.40E-05,1.30E-05,1.90E-05,1.00E-05,2.90E-05,MA_LKN_400_MG,Quercus alba L.,Massachusetts,Mass Audubon Lime Kiln Farm ,42.083771,-73.368754,alb,pure,1.00E+00,pure
414,SYST-MOR-0007121,0.999887,1.00E-05,2.00E-05,1.00E-05,1.30E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.999887,1.00E-05,2.00E-05,1.00E-05,1.30E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MA_LKN_401_MG,Quercus alba L.,Massachusetts,Mass Audubon Lime Kiln Farm ,42.080844,-73.370312,alb,pure,1.00E+00,pure
415,SYST-MOR-0007122,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,2.00E-05,1.00E-05,0.99989,1.00E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,2.00E-05,MA_LKN_402_MG,Quercus alba L.,Massachusetts,Mass Audubon Lime Kiln Farm ,42.079132,-73.371131,alb,pure,1.00E+00,pure
416,SYST-MOR-0007123,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MA_SBF_403_MG,Quercus macrocarpa Michx.,Massachusetts,Schenob Brook Fen,42.084548,-73.385045,mac,pure,1.00E+00,pure
418,SYST-MOR-0007125,0.999868,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.999882,1.30E-05,2.00E-05,2.00E-05,1.60E-05,1.00E-05,1.90E-05,1.00E-05,1.90E-05,1.00E-05,0,0,1.00E-05,MA_SBF_405_MG,Quercus alba L.,Massachusetts,Schenob Brook Fen,42.084738,-73.385193,alb,pure,1.00E+00,pure
419,SYST-MOR-0007126,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MA_SBF_406_MG,Quercus macrocarpa Michx.,Massachusetts,Schenob Brook Fen,42.084745,-73.385533,mac,pure,1.00E+00,pure
421,SYST-MOR-0007128,0.999865,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.999888,2.20E-05,2.30E-05,1.90E-05,1.00E-05,1.10E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,0,0,1.70E-05,MA_SBF_408_MG,Quercus alba L.,Massachusetts,Schenob Brook Fen,42.08252,-73.384531,alb,pure,1.00E+00,pure
422,SYST-MOR-0007129,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,0.99989,2.00E-05,1.00E-05,1.10E-05,2.00E-05,1.90E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,AR_BRP_409_MG,Quercus lyrata Walt.,Arkansas,"Burns Park, Little Rock",34.804528,-92.326498,lyr,pure,1.00E+00,pure
423,SYST-MOR-0007130,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,AR_BRP_410_MG,Quercus macrocarpa Michx.,Arkansas,"Burns Park, Little Rock",34.804342,-92.326645,mac,pure,1.00E+00,pure
424,SYST-MOR-0007131,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,1.50E-05,2.00E-05,1.00E-05,2.00E-05,1.80E-05,1.00E-05,2.20E-05,1.50E-05,1.20E-05,1.00E-05,0.99989,0.9999,AR_BRP_411_MG,Quercus stellata Wangenh.,Arkansas,"Burns Park, Little Rock",34.804413,-92.326312,ste,pure,1.00E+00,pure
425,SYST-MOR-0007132,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,AR_BRP_412_MG,Quercus macrocarpa Michx.,Arkansas,"Burns Park, Little Rock",34.805006,-92.327103,mac,pure,1.00E+00,pure
426,SYST-MOR-0007133,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,1.20E-05,1.70E-05,2.00E-05,1.00E-05,1.60E-05,2.00E-05,1.00E-05,1.30E-05,1.00E-05,0.99989,0.9999,AR_BRP_413_MG,Quercus stellata Wangenh.,Arkansas,"Burns Park, Little Rock",34.805382,-92.327057,ste,pure,1.00E+00,pure
427,SYST-MOR-0007134,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,0.99989,2.00E-05,1.00E-05,1.90E-05,2.00E-05,1.80E-05,1.00E-05,1.00E-05,1.00E-05,2.60E-05,AR_BRP_414_MG,Quercus lyrata Walt.,Arkansas,"Burns Park, Little Rock",34.805731,-92.327413,lyr,pure,1.00E+00,pure
428,SYST-MOR-0007135,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,2.00E-05,AR_BRP_415_MG,Quercus alba L.,Arkansas,"Burns Park, Little Rock",34.80591,-92.327568,alb,pure,1.00E+00,pure
429,SYST-MOR-0007136,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.999884,0,2.00E-05,2.00E-05,2.00E-05,1.00E-05,2.10E-05,1.00E-05,1.50E-05,2.30E-05,1.00E-05,1.30E-05,1.00E-05,0.999886,0.999899,AR_BRP_416_MG,Quercus stellata Wangenh.,Arkansas,"Burns Park, Little Rock",34.806737,-92.328943,ste,pure,1.00E+00,pure
430,SYST-MOR-0007137,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,AR_BRP_417_MG,Quercus macrocarpa Michx.,Arkansas,"Burns Park, Little Rock",34.806243,-92.33009,mac,pure,1.00E+00,pure
431,SYST-MOR-0007138,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,0.9999,2.40E-05,1.50E-05,1.40E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,AR_BRP_418_MG,Quercus lyrata Walt.,Arkansas,"Burns Park, Little Rock",34.806528,-92.330323,lyr,pure,1.00E+00,pure
432,SYST-MOR-0007139,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.70E-05,1.00E-05,2.00E-05,1.50E-05,1.80E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,0.9999,AR_BRP_419_MG,Quercus stellata Wangenh.,Arkansas,"Burns Park, Little Rock",34.806536,-92.330338,ste,pure,1.00E+00,pure
433,SYST-MOR-0007140,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.999899,2.00E-05,2.00E-05,1.00E-05,2.50E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,AR_BRP_420_MG,Quercus alba L.,Arkansas,"Burns Park, Little Rock",34.803473,-92.329471,alb,pure,1.00E+00,pure
434,SYST-MOR-0007141,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,AR_BRP_421_MG,Quercus muehlenbergii Engelm.,Arkansas,"Burns Park, Little Rock",34.801995,-92.328255,mue,pure,1.00E+00,pure
435,SYST-MOR-0007142,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,AR_BRP_422_MG,Quercus muehlenbergii Engelm.,Arkansas,"Burns Park, Little Rock",34.801789,-92.328063,mue,pure,1.00E+00,pure
436,SYST-MOR-0007143,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,0,1.00E-05,AR_BRP_423_MG,Quercus macrocarpa Michx.,Arkansas,"Burns Park, Little Rock",34.802582,-92.327239,mac,pure,1.00E+00,pure
437,SYST-MOR-0007144,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,AR_BRP_424_MG,Quercus alba L.,Arkansas,"Burns Park, Little Rock",34.803696,-92.327312,alb,pure,1.00E+00,pure
438,SYST-MOR-0007145,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.999886,0,2.70E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,1.00E-05,1.20E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,0.9999,AR_BRP_425_MG,Quercus stellata Wangenh.,Arkansas,"Burns Park, Little Rock",34.805414,-92.324096,ste,pure,1.00E+00,pure
439,SYST-MOR-0007146,0,1.00E-05,1.00E-05,1.00E-05,0.9999,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0.9999,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,AR_BRP_426_MG,Quercus macrocarpa Michx.,Arkansas,"Burns Park, Little Rock",34.80609,-92.323036,mac,pure,1.00E+00,pure
440,SYST-MOR-0007147,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,0.9999,2.10E-05,2.00E-05,1.70E-05,2.00E-05,1.00E-05,1.00E-05,1.40E-05,1.60E-05,3.00E-05,AR_BRP_427_MG,Quercus lyrata Walt.,Arkansas,"Burns Park, Little Rock",34.806755,-92.322328,lyr,pure,1.00E+00,pure
441,SYST-MOR-0007148,0.999893,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.9999,2.10E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,AR_BRP_428_MG,Quercus alba L.,Arkansas,"Burns Park, Little Rock",34.808944,-92.326111,alb,pure,1.00E+00,pure
442,SYST-MOR-0007149,0.99987,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.40E-05,2.00E-05,1.70E-05,1.00E-05,1.00E-05,1.60E-05,1.20E-05,1.00E-05,1.00E-05,0,0,1.00E-05,AR_BRP_429_MG,Quercus alba L.,Arkansas,"Burns Park, Little Rock",34.809268,-92.327699,alb,pure,1.00E+00,pure
443,SYST-MOR-0007150,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,TX_BRZ_430_MG,Quercus macrocarpa Michx.,Texas,Brazos Bend State Park,29.37387,-95.580349,mac,pure,1.00E+00,pure
